IMG_1274.jpeg,150.0,0.0,150.0,160.0,13,13
IMG_1624.jpeg,90.0,50.0,110.0,120.0,13,13
IMG_1673.jpeg,80.0,100.0,130.0,0.0,13,13
IMG_1223.jpeg,70.0,50.0,140.0,20.0,13,13
IMG_1235.jpeg,130.0,40.0,190.0,140.0,13,13
IMG_1665.jpeg,60.0,50.0,140.0,0.0,13,13
IMG_1632.jpeg,130.0,50.0,90.0,0.0,13,13
IMG_1130.jpeg,0.0,0.0,140.0,0.0,1,1
IMG_1560.jpeg,60.0,60.0,100.0,0.0,13,13
IMG_1649.jpeg,20.0,100.0,100.0,0.0,13,13
IMG_1219.jpeg,90.0,70.0,60.0,160.0,13,13
IMG_1521.jpeg,70.0,80.0,170.0,0.0,13,13
IMG_1258.jpeg,100.0,20.0,100.0,160.0,13,13
IMG_1599.jpeg,120.0,100.0,80.0,140.0,13,13
IMG_1337.JPG,30.0,40.0,170.0,20.0,13,13
IMG_1576.jpeg,60.0,70.0,90.0,20.0,13,13
IMG_0001.JPG,0.0,0.0,240.0,0.0,13,13
IMG_1126.jpeg,70.0,60.0,110.0,0.0,13,13
IMG_1297.jpeg,130.0,140.0,180.0,140.0,13,13
IMG_1628.jpeg,70.0,110.0,80.0,0.0,13,13
IMG_1278.jpeg,100.0,90.0,140.0,140.0,13,13
IMG_1692.png,70.0,140.0,110.0,0.0,13,13
IMG_1690.jpeg,50.0,50.0,190.0,40.0,13,13
IMG_1556.jpeg,40.0,70.0,120.0,20.0,13,13
IMG_1106.jpeg,90.0,80.0,140.0,40.0,13,13
IMG_1686.jpeg,70.0,90.0,80.0,120.0,13,13
IMG_1669.jpeg,90.0,50.0,80.0,140.0,13,13
IMG_1239.jpeg,70.0,60.0,140.0,140.0,13,13
IMG_1110.jpeg,130.0,100.0,80.0,140.0,13,13
IMG_1540.jpeg,60.0,60.0,80.0,20.0,13,13
IMG_1281.jpeg,60.0,70.0,110.0,20.0,13,13
IMG_1517.jpeg,150.0,90.0,130.0,240.0,13,13
IMG_1215.jpeg,150.0,40.0,180.0,160.0,13,13
IMG_1645.jpeg,50.0,120.0,160.0,0.0,13,13
IMG_1583.jpeg,160.0,140.0,100.0,240.0,13,13
IMG_1612.jpeg,0.0,0.0,30.0,0.0,13,13
IMG_1242.jpeg,60.0,70.0,150.0,0.0,13,13
IMG_1254.png,40.0,50.0,210.0,0.0,13,13
IMG_1604.jpeg,50.0,70.0,100.0,0.0,13,13
IMG_1653.jpeg,20.0,120.0,30.0,0.0,13,13
IMG_1203.jpeg,120.0,110.0,60.0,120.0,13,13
IMG_1595.jpeg,50.0,130.0,110.0,40.0,13,13
IMG_1640.png,100.0,110.0,100.0,160.0,13,13
IMG_1652.jpeg,30.0,80.0,100.0,0.0,13,13
IMG_1202.jpeg,210.0,110.0,110.0,240.0,13,13
IMG_1255.jpeg,10.0,110.0,140.0,0.0,13,13
IMG_1605.jpeg,30.0,70.0,100.0,20.0,13,13
IMG_1243.jpeg,40.0,110.0,160.0,20.0,13,13
IMG_1214.jpeg,30.0,80.0,130.0,20.0,13,13
IMG_1644.jpeg,50.0,130.0,100.0,0.0,13,13
IMG_1280.jpeg,70.0,110.0,90.0,0.0,13,13
IMG_1111.jpeg,170.0,120.0,80.0,220.0,13,13
IMG_1541.jpeg,50.0,90.0,60.0,0.0,13,13
IMG_1687.jpeg,100.0,50.0,100.0,0.0,13,13
IMG_1668.jpeg,30.0,90.0,150.0,0.0,13,13
IMG_1238.jpeg,70.0,50.0,170.0,0.0,13,13
IMG_1557.jpeg,100.0,80.0,90.0,0.0,13,13
IMG_1107.jpeg,120.0,90.0,80.0,0.0,13,13
IMG_1691.jpeg,100.0,50.0,150.0,140.0,13,13
IMG_1500.jpeg,170.0,50.0,80.0,220.0,12,12
IMG_1296.jpeg,130.0,120.0,60.0,140.0,13,13
IMG_1629.jpeg,60.0,90.0,100.0,0.0,13,13
IMG_1655.png,0.0,140.0,90.0,0.0,13,13
IMG_1279.jpeg,60.0,100.0,160.0,0.0,13,13
IMG_1598.jpeg,150.0,100.0,90.0,240.0,13,13
IMG_1577.jpeg,90.0,100.0,110.0,140.0,13,13
IMG_1127.jpeg,50.0,110.0,120.0,20.0,13,13
IMG_1609.jpeg,60.0,80.0,60.0,0.0,13,13
IMG_1259.jpeg,30.0,10.0,80.0,40.0,5,5
IMG_1520.jpeg,50.0,70.0,130.0,0.0,13,13
IMG_1536.jpeg,30.0,80.0,90.0,0.0,13,13
IMG_1648.jpeg,60.0,90.0,150.0,0.0,13,13
IMG_1218.jpeg,70.0,30.0,50.0,0.0,13,13
IMG_1131.jpeg,100.0,90.0,50.0,140.0,13,13
IMG_1561.jpeg,30.0,110.0,80.0,0.0,13,13
IMG_1633.jpeg,20.0,50.0,160.0,20.0,13,13
IMG_1263.jpeg,130.0,40.0,90.0,140.0,13,13
IMG_1234.jpeg,130.0,30.0,220.0,140.0,13,13
IMG_1664.jpeg,50.0,70.0,100.0,0.0,13,13
IMG_1508.png,10.0,10.0,220.0,0.0,13,13
IMG_1672.jpeg,50.0,90.0,140.0,20.0,13,13
IMG_1222.jpeg,90.0,70.0,90.0,140.0,13,13
IMG_1275.jpeg,30.0,110.0,80.0,20.0,13,13
IMG_1291.jpeg,80.0,50.0,100.0,140.0,13,13
IMG_1396.JPG,70.0,60.0,110.0,0.0,13,13
IMG_1625.png,50.0,60.0,80.0,0.0,13,13
IMG_1382.JPG,20.0,100.0,130.0,0.0,13,13
IMG_1369.JPG,100.0,70.0,120.0,120.0,13,13
IMG_1507.jpeg,80.0,50.0,130.0,0.0,13,13
IMG_1355.JPG,50.0,90.0,80.0,0.0,13,13
IMG_1341.JPG,10.0,80.0,50.0,20.0,13,13
IMG_1696.jpeg,70.0,50.0,130.0,20.0,13,13
IMG_1229.jpeg,70.0,30.0,160.0,140.0,13,13
IMG_1679.jpeg,20.0,140.0,180.0,20.0,13,13
IMG_1550.jpeg,30.0,110.0,100.0,40.0,13,13
IMG_1100.jpeg,130.0,110.0,160.0,240.0,13,13
IMG_1680.jpeg,80.0,20.0,50.0,120.0,13,13
IMG_1116.jpeg,30.0,140.0,40.0,0.0,13,13
IMG_1546.jpeg,70.0,50.0,80.0,0.0,13,13
IMG_1287.jpeg,90.0,70.0,60.0,140.0,13,13
IMG_1268.jpeg,30.0,80.0,50.0,0.0,13,13
IMG_1638.jpeg,50.0,10.0,160.0,0.0,13,13
IMG_1511.jpeg,110.0,90.0,100.0,160.0,13,13
IMG_1213.jpeg,100.0,80.0,100.0,140.0,13,13
IMG_1643.jpeg,130.0,150.0,160.0,240.0,13,13
IMG_1585.jpeg,120.0,90.0,90.0,160.0,13,13
IMG_1614.jpeg,120.0,150.0,100.0,140.0,13,13
IMG_1244.jpeg,70.0,60.0,180.0,0.0,13,13
IMG_1252.jpeg,80.0,50.0,120.0,140.0,13,13
